iskis,ˈiskis,01459.wav
jav,ˈʒaw,01460.wav
joa,ˈʒwɑ:,01461.wav
kammañ,ˈkɑ̃mɑ̃,01462.wav
kaner,ˈkɑ̃:nɛr,01463.wav
karter,ˈkartɛr,01464.wav
kasoni,kaˈsõ:ni,01465.wav
keginer,keˈgi:nɛr,01466.wav
kejañ,ˈke:ʒɑ̃,01467.wav
kelcʼh,ˈkɛlx,01468.wav
kement-se,keˈmɛnse,01469.wav
kemmañ,ˈkɛmɑ̃,01470.wav
kent,ˈkɛnt,01471.wav
kenwerzh,ˈkɛnwɛrs,01472.wav
kevnid,ˈkewnit,01473.wav
kibell,ˈki:bɛl,01474.wav
kinvi,ˈkinvi,01476.wav
klaoustre,ˈklɔwstre,01477.wav
kloued,ˈklwet,01478.wav
klozañ,ˈklo:zɑ̃,01479.wav
koroll,ˈko:rɔl,01481.wav
kostez,ˈkostɛs,01482.wav
koukoug,kuˈku:k,01483.wav
koun,ˈku:n,01484.wav
koust,ˈkust,01485.wav
kraban,ˈkrɑ:bɑ̃n,01486.wav
krignat,ˈkriɲat,01488.wav
krog,ˈkro:k,01489.wav
krougañ,ˈkru:gɑ̃,01490.wav
kuñv,ˈkỹ:,01491.wav
laez,ˈlaɛs,01492.wav
lealded,leˈaldɛt,01493.wav
leinañ,ˈlɛjnɑ̃,01494.wav
lesanv,leˈsɑ̃:no,01495.wav
leuniañ,ˈlønjɑ̃,01496.wav
liamm,ˈljɑ̃m,01497.wav
lod,ˈlo:t,01498.wav
manacʼh,ˈmɑ̃:nax,01501.wav
marcʼhadourezh,marxaˈdu:rɛs,01502.wav
marcʼheg,ˈmarxɛk,01503.wav
marmouz,ˈmarmus,01504.wav
melkoni,mɛlˈkõ:ni,01505.wav
mennout,ˈmɛnut,01506.wav
ment,ˈmɛnt,01507.wav
mergl,ˈmɛrkl,01508.wav
merien,ˈmɛrjɛn,01509.wav
meuleudi,møˈlø:di,01510.wav
meurbet,mœrˈbe:t,01511.wav
mistr,ˈmistr,01512.wav
moal,ˈmwɑ:l,01513.wav
moneiz,ˈmõ:nɛjs,01514.wav
moraer,moˈrɛ:r,01515.wav
mul,ˈmy:l,01516.wav
muzik,ˈmy:zik,01518.wav
muzuliañ,myˈzyljɑ̃,01519.wav
natur,ˈnatyr,01520.wav
nervenn,ˈnɛrvɛn,01521.wav
nesañ,ˈnesɑ̃,01522.wav
niverus,niˈve:rys,01523.wav
onest,ˈõ:nɛst,01524.wav
ostiz,ˈostis,01525.wav
paot,ˈpɔ:t,01527.wav
par,ˈpɑ:r,01528.wav
pevar-ugent,pevaˈry:gɛnt,01530.wav
piler,ˈpi:lɛr,01531.wav
plantañ,ˈplɑ̃ntɑ̃,01532.wav
pouez,ˈpwe:s,01534.wav
poull-kalon,poulˈkɑ:lõn,01535.wav
poultrenn,ˈpultrɛn,01536.wav
prim,ˈprim,01537.wav
raden,ˈrɑ:dɛn,01538.wav
reolenn,ˈrɛwlɛn,01540.wav
resev,ˈresɛw,01541.wav
riskl,ˈriskl,01542.wav
rok,ˈro:k,01543.wav
roz,ˈro:s,01546.wav
ruzañ,ˈry:zɑ̃,01547.wav
ruziañ,ˈryzjɑ̃,01548.wav
sardin,ˈsardin,01550.wav
sav-heol,sawˈɛwl,01551.wav
seizenn,ˈsɛjzɛn,01552.wav
si,ˈsi:,01553.wav
skarzhañ,ˈskarzɑ̃,01554.wav
skevent,ˈske:vɛnt,01555.wav
skignañ,ˈskiɲɑ̃,01556.wav
sklintin,ˈsklintin,01557.wav
skoliad,ˈskoljat,01558.wav
skritur,ˈskrityr,01560.wav
skrivagner,skriˈvɑ̃ɲɛr,01561.wav
skuilhañ,ˈskyʎɑ̃,01562.wav
souezhus,ˈswe:zys,01563.wav
speurenn,ˈspø:rɛn,01565.wav
spi,ˈspi:,01566.wav
spilhenn,ˈspiʎɛn,01567.wav
spis,ˈspis,01568.wav
strewiñ,ˈstrewi,01569.wav
studi,ˈsty:di,01570.wav
sunañ,ˈsy:nɑ̃,01571.wav
talvoudus,talˈvu:dys,01572.wav
tamall,ˈtɑ̃mal,01573.wav
termen,ˈtɛrmɛn,01574.wav
ton,ˈtõ:n,01575.wav
torfed,ˈtɔrfɛt,01576.wav
torgenn,ˈtɔrgɛn,01577.wav
touseg,ˈtusɛk,01578.wav
trecʼh,ˈtrex,01579.wav
trecʼhiñ,ˈtrehi,01580.wav
tresañ,ˈtresɑ̃,01581.wav
treust,ˈtrøst,01582.wav
treuzoù,ˈtrø:zu,01583.wav
trubard,ˈtry:bart,01584.wav
trugarekaat,trygareˈkɑ:t,01585.wav
turzhunell,tyrˈzy:nɛl,01586.wav
war-sav,warˈzaw,01587.wav
yezh,ˈje:s,01588.wav
anken,ˈɑ̃ŋkɛn,01589.wav
arall,aˈral,01590.wav
arat,ˈɑ:rat,01591.wav
badeziñ,baˈde:zi,01592.wav
barn,ˈbarn,01593.wav
bezv,ˈbɛw,01594.wav
birviken,birˈvikɛn,01595.wav
bourrañ,ˈburɑ̃,01597.wav
brennig,ˈbrɛnik,01598.wav
breur-kaer,brørˈkɛ:r,01599.wav
bronn,ˈbrõn,01600.wav
brug,ˈbry:k,01601.wav
burev,ˈby:rɛw,01602.wav
chas,ˈʃas,01603.wav
davet,daˈvet,01604.wav
diazezañ,diaˈze:zɑ̃,01605.wav
disoursi,diˈzursi,01606.wav
douarañ,duˈɑ:rɑ̃,01607.wav
erv,ˈɛ:ro,01608.wav
eürusted,ɛɥˈrystɛt,01609.wav
falcʼhat,ˈfalxat,01610.wav
glizh,ˈgli:s,01611.wav
goapaer,gwaˈpɛ:r,01612.wav
gouiziek,ˈgwizjɛk,01613.wav
gwintañ,ˈgwintɑ̃,01614.wav
i,i,01615.wav
kalonad,kaˈlõ:nat,01616.wav
kelenn,ˈke:lɛn,01617.wav
kemend-all,kemɛnˈdal,01618.wav
kement-mañ,keˈmɛnmɑ̃,01619.wav
klujar,ˈkly:ʒar,01620.wav
kole,ˈko:le,01621.wav
koulm,ˈkulm,01622.wav
koumanant,kuˈmɑ̃nɑ̃nt,01623.wav
kure,ˈky:re,01624.wav
mab-bihan,maˈpiɑ̃n,01625.wav
mod,ˈmo:t,01626.wav
mojenn,ˈmo:ʒɛn,01627.wav
munut,ˈmy:nyt,01628.wav
navet,ˈnawvet,01629.wav
podad,ˈpo:dat,01631.wav
poz,ˈpo:s,01632.wav
real,ˈreal,01633.wav
rouantelezh,ruɑ̃nˈtɛ:lɛs,01634.wav
skudell,ˈsky:dɛl,01635.wav
yun,ˈjy:n,01637.wav
anal,ˈɑ̃:nal,01638.wav
baradoz,baˈrɑ:dos,01639.wav
bruzun,ˈbry:zyn,01640.wav
diwall,ˈdiwal,01641.wav
doujañ,ˈdu:ʒɑ̃,01642.wav
komañs,ˈkõmɑ̃s,01643.wav
las,ˈlas,01644.wav
mercʼh-kaer,mɛrxˈkɛ:r,01646.wav
mercʼh-vihan,mɛrxˈviɑ̃n,01647.wav
nerzhus,ˈnɛrzys,01648.wav
paseal,paˈseal,01649.wav
plant,ˈplɑ̃nt,01650.wav
santez,ˈsɑ̃ntɛs,01651.wav
souezh,ˈswe:s,01652.wav
kontant,ˈkõntɑ̃nt,01653.wav
atant,ˈatɑ̃nt,01654.wav
droch,ˈdroʃ,01655.wav
enaouiñ,eˈnɔwi,01656.wav
fent,ˈfɛnt,01657.wav
fulor,ˈfy:lɔr,01658.wav
furm,fyrm,01659.wav
goullonderiñ,gulõnˈde:ri,01660.wav
kouer,ˈkuɛr,01662.wav
lojeiz,ˈlo:ʒɛjs,01663.wav
orañjez,oˈrɑ̃:ʒɛs,01665.wav
pondalez,põnˈdɑ:lɛs,01666.wav
speredek,speˈre:dɛk,01667.wav
tintin,ˈtintin,01668.wav
war-bouez,warˈbwe:s,01669.wav
alese,aˈlese,01670.wav
a-is,aˈi:s,01671.wav
bagad,ˈbɑ:gat,01672.wav
dereat,deˈreat,01674.wav
ecʼh,e:x,01675.wav
enez,ˈe:nɛs,01676.wav
eurvezh,ˈœrvɛs,01677.wav
galoupat,gaˈlupat,01678.wav
goueled,ˈgwe:lɛt,01679.wav
gwak,ˈgwɑ:k,01680.wav
gwetur,ˈgwetyr,01681.wav
hed,ˈhe:t,01683.wav
henañ,ˈhe:nɑ̃,01684.wav
hogen,ˈo:gɛn,01685.wav
kasaus,kaˈsays,01686.wav
krecʼh,ˈkrex,01687.wav
kurunenn,kyˈry:nɛn,01688.wav
lochenn,ˈloʃɛn,01689.wav
lufr,ˈlyfr,01690.wav
meno,ˈme:no,01692.wav
mizvezh,ˈmizvɛs,01693.wav
peskerezh,pesˈkɛ:rɛs,01694.wav
pevare,peˈvɑ:re,01695.wav
prientiñ,priˈɛnti,01696.wav
reuz,ˈrø:s,01697.wav
seder,ˈse:dɛr,01698.wav
sked,ˈske:t,01699.wav
takenn,ˈtakɛn,01701.wav
aber,ˈɑ:bɛr,01704.wav
aezhenn,ˈɛ:zɛn,01705.wav
anat,ˈɑ̃:nat,01706.wav
aneval,ɑ̃ˈne:val,01707.wav
apotiker,apoˈtikɛr,01708.wav
arsa,arˈsa:,01709.wav
arzh,ars,01710.wav
a-du,aˈdy:,01711.wav
a-gleiz,aˈglɛjs,01712.wav
a-gostez,aˈgɔstɛs,01713.wav
a-greiz-holl,agrɛjˈzɔl,01714.wav
barrenn,ˈbarɛn,01715.wav
bevenn,ˈbe:vɛn,01716.wav
binim,ˈbi:nim,01717.wav
biñs,ˈbĩ:s,01718.wav
bombard,ˈbõmbart,01719.wav
boudal,ˈbu:dal,01720.wav
bourk,ˈburk,01721.wav
boutin,ˈbutin,01722.wav
brocʼh,ˈbrox,01723.wav
broudañ,ˈbru:dɑ̃,01724.wav
brouskoad,ˈbruskwat,01725.wav
buzhug,ˈby:zyk,01727.wav
cʼhoarzh,ˈxwars,01728.wav
cʼhwen,ˈxwɛn,01729.wav
dalcʼh,ˈdalx,01730.wav
dañjerus,dɑ̃ˈʒe:rys,01731.wav
dañs,dɑ̃s,01732.wav
darvoud,ˈdarvut,01733.wav
denañ,ˈde:nɑ̃,01734.wav
dercʼhent,ˈdɛrhɛnt,01735.wav
derez,ˈde:rɛs,01736.wav
diarcʼhen,diˈarxɛn,01737.wav
dibar,ˈdi:bar,01738.wav
dibenn,ˈdi:bɛn,01739.wav
dibunañ,diˈby:nɑ̃,01741.wav
dilabour,diˈlɑ:bur,01742.wav
dilavar,diˈlɑ:var,01743.wav
dirollañ,diˈrɔlɑ̃,01744.wav
disecʼhañ,diˈzehɑ̃,01745.wav
disheñvel,diˈsẽ:vɛl,01746.wav
diskuizhañ,disˈkɥi:zɑ̃,01747.wav
dispacʼh,ˈdispax,01749.wav
displijus,disˈpli:ʒys,01750.wav
divent,ˈdi:vɛnt,01751.wav
diviz,ˈdi:vis,01752.wav
divlaz,ˈdi:vlas,01753.wav
dornell,ˈdɔrnɛl,01755.wav
efedus,eˈfe:dys,01756.wav
embann,ˈembɑ̃n,01758.wav
emgav,ˈemgaf,01759.wav
empenn,ˈempɛn,01760.wav
emvod,ˈemvot,01761.wav
emzalcʼh,ˈemzalx,01762.wav
enk,ˈeŋk,01763.wav
eñvor,ˈẽ:vɔr,01764.wav
eon,ˈeõn,01765.wav
ere,ˈe:re,01766.wav
eskemm,esˈkɛmɑ̃,01767.wav
estaj,ˈestaʃ,01768.wav
estrañjour,esˈtrɑ̃:ʒur,01769.wav
etrezek,eˈtre:zɛk,01771.wav
fae,ˈfɛ:,01772.wav
faltazi,falˈtɑ:zi,01773.wav
fardañ,ˈfardɑ̃,01774.wav
feal,ˈfeal,01775.wav
fetis,ˈfetis,01776.wav
filip,ˈfi:lip,01777.wav
film,ˈfilm,01778.wav
flaer,ˈflɛ:r,01779.wav
foetañ,ˈfwetɑ̃,01780.wav
fonnus,ˈfõnys,01781.wav
foñs,ˈfõ:s,01782.wav
framm,ˈfrɑ̃m,01783.wav
frealziñ,freˈalzi,01784.wav
frond,ˈfrõnt,01785.wav
froudenn,ˈfru:dɛn,01786.wav
fulenn,ˈfy:lɛn,01787.wav
furchal,ˈfyrʃal,01788.wav
galloud,ˈgalut,01789.wav
gaouiad,ˈgɔwjat,01790.wav
gavotenn,gaˈvotɛn,01791.wav
gaz,ˈgɑ:s,01792.wav
gedal,ˈge:dal,01793.wav
geriadur,geˈrjɑ:dyr,01794.wav
gevell,ˈge:vɛl,01795.wav
gevred,ˈgevrɛt,01796.wav
gin,ˈgi:n,01797.wav
glazenn,ˈglɑ:zɛn,01798.wav
glesker,ˈgleskɛr,01799.wav
gouarnamant,gwarˈnɑ̃mɑ̃nt,01800.wav
gouelan,ˈgwe:lɑ̃n,01801.wav
gouenn,ˈgwɛn,01802.wav
gourvez,ˈgurvɛs,01803.wav
grevus,ˈgre:vys,01804.wav
gwallamzer,gwaˈlɑ̃mzɛr,01807.wav
gward,ˈgwart,01808.wav
gwask,ˈgwask,01809.wav
gwastañ,ˈgwastɑ̃,01810.wav
gwazhienn,gwaˈziɛn,01811.wav
gweañ,ˈgweɑ̃,01812.wav
gwerzh,ˈgwɛrs,01813.wav
gwiad,ˈgwiat,01814.wav
habask,ˈɑ:bask,01816.wav
harlu,ˈarly,01817.wav
herr,ˈhɛ:r,01818.wav
hesk,ˈhesk,01819.wav
heul,ˈhø:l,01820.wav
huanad,hyˈɑ̃:nat,01823.wav
ibil,ˈi:bil,01825.wav
imor,ˈimɔr,01826.wav
implij,ˈimpliʃ,01827.wav
intent,ˈintɛnt,01828.wav
interamant,inteˈrɑ̃mɑ̃nt,01829.wav
justis,ˈʒystis,01832.wav
kabell,ˈkɑ:bɛl,01833.wav
kalvez,ˈkalvɛs,01835.wav
kamp,ˈkɑ̃mp,01836.wav
kanol,ˈkɑ̃:nɔl,01837.wav
kaouad,ˈkɔwat,01838.wav
kaouenn,ˈkɔwɛn,01839.wav
kardeur,ˈkardœr,01840.wav
karv,ˈkɑ:ro,01841.wav
kavadenn,kaˈvɑ:dɛn,01842.wav
kef,ˈkef,01843.wav
kemmeskañ,kɛˈmeskɑ̃,01844.wav
kenañ,keˈnɑ̃,01845.wav
kendercʼhel,kɛnˈdɛrxɛl,01846.wav
kened,ˈke:net,01847.wav
keneil,ˈkɛnɛjl,01848.wav
kilpenn,ˈkilpɛn,01849.wav
kimiad,ˈkimjat,01850.wav
kinnig,ˈkinik,01851.wav
kizellañ,kiˈzɛlɑ̃,01852.wav
kizidik,kiˈzi:dik,01853.wav
klañvdi,ˈklɑ̃wdi,01854.wav
klasker-bara,klaskɛrˈbɑ:ra,01855.wav
klopenn,ˈklopɛn,01856.wav
kloz,ˈklo:s,01857.wav
kocʼhu,ˈkohy,01858.wav
koeñviñ,ˈkwẽ:vi,01859.wav
kolo,ˈko:lo,01860.wav
kombod,ˈkõmbot,01861.wav
kondaoniñ,kõnˈdɑ̃wni,01862.wav
kornigell,kɔrˈni:gɛl,01863.wav
korzenn,ˈkɔrzen,01865.wav
kras,ˈkrɑ:s,01866.wav
krenn,ˈkrɛn,01867.wav
kreñvaat,krẽˈvɑ:t,01868.wav
kudenn,ˈky:dɛn,01869.wav
kustumiñ,kysˈtymi,01870.wav
kuzuliañ,kyˈzyljɑ̃,01871.wav
lent,ˈlɛnt,01872.wav
levezon,leˈve:zõn,01873.wav
levraoueg,leˈvrɔwɛk,01874.wav
leziregezh,leziˈrɛ:gɛs,01875.wav
lezirek,leˈzi:rɛk,01876.wav
lez-varn,lezˈvarn,01877.wav
libr,ˈlipr,01878.wav
lidañ,ˈli:dɑ̃,01879.wav
lin,ˈli:n,01880.wav
linad,ˈli:nat,01881.wav
live,ˈli:ve,01882.wav
livenn-gein,livɛnˈgɛjn,01883.wav
lizherenn,liˈze:rɛn,01884.wav
lorcʼh,ˈlɔrx,01885.wav
lorcʼhus,ˈlɔrxys,01886.wav
louediñ,ˈlwe:di,01887.wav
lusk,ˈlysk,01889.wav
mank,ˈmɑ̃ŋk,01892.wav
mantrus,ˈmɑ̃ntrys,01893.wav
meilh,ˈmɛʎ,01894.wav
metal,ˈmetal,01895.wav
mez,ˈme:s,01896.wav
mouk,ˈmuk,01900.wav
mous,ˈmus,01902.wav
naturel,naˈty:rɛl,01904.wav
nikun,ˈnikyn,01905.wav
noazus,ˈnwɑ:zys,01906.wav
oberiant,oˈberjɑ̃nt,01907.wav
ognon,oˈɲõn,01908.wav
olifant,oˈlifɑ̃nt,01909.wav
ordinal,ɔrˈdi:nal,01910.wav
orjal,ˈɔrʒal,01911.wav
pae,ˈpɛ:,01912.wav
paeron,ˈpɛ:rõn,01913.wav
palez,ˈpɑ:lɛs,01914.wav
palv,ˈpalf,01915.wav
panevet,pɑ̃neˈvet,01916.wav
pare,ˈpɑ:re,01917.wav
parez,ˈpɑ:rɛs,01918.wav
paz,ˈpɑ:s,01919.wav
pebr,ˈpepr,01920.wav
pellaat,pɛˈlɑ:t,01922.wav
peñse,ˈpɛ̃se,01923.wav
pin,ˈpi:n,01924.wav
plomer,ˈplõmɛr,01927.wav
plu,ˈply:,01928.wav
plusk,ˈplysk,01929.wav
poblañs,ˈpoblɑ̃s,01930.wav
poelladenn,pwɛˈlɑ:dɛn,01931.wav
polis,ˈpo:lis,01932.wav
poltred,ˈpɔltrɛt,01933.wav
poultr,ˈpultr,01934.wav
pourvezañ,purˈve:zɑ̃,01935.wav
prederiañ,preˈderjɑ̃,01936.wav
preizh,ˈprɛjs,01937.wav
prevez,ˈpre:vɛs,01938.wav
prezegenn,preˈze:gɛn,01939.wav
priñs,ˈprĩ:s,01940.wav
prizon,ˈpri:zõn,01941.wav
promesa,proˈmesa,01942.wav
prometiñ,proˈmeti,01943.wav
prosez,ˈprosɛs,01944.wav
prouenn,ˈpruɛn,01945.wav
prouiñ,ˈprui,01946.wav
puilh,ˈpyʎ,01947.wav
ramz,ˈrɑ̃ms,01948.wav
reizhañ,ˈrɛjzɑ̃,01949.wav
relijion,reliˈʒiõn,01950.wav
rener,ˈre:nɛr,01951.wav
repoz,ˈrepos,01952.wav
repu,ˈrepy,01953.wav
resis,ˈresis,01954.wav
rezin,ˈrɛ:zin,01955.wav
riboul,ˈri:bul,01956.wav
rik,ˈrik,01957.wav
riklañ,ˈriklɑ̃,01958.wav
risklus,ˈrisklys,01959.wav
rouanez,ruˈɑ̃:nɛs,01964.wav
ruskenn,ˈryskɛn,01965.wav
saezh,ˈsɛ:s,01966.wav
salud,ˈsɑ:lyt,01967.wav
saotrañ,ˈsotrɑ̃,01968.wav
saoz,ˈso:s,01969.wav
seblant,ˈseblɑ̃nt,01970.wav
sekretour,seˈkretur,01971.wav
serzh,ˈsɛrs,01972.wav
seven,ˈse:vɛn,01973.wav
siell,ˈsiɛl,01974.wav
sifr,ˈsifr,01975.wav
silañ,ˈsi:lɑ̃,01976.wav
simant,ˈsimɑ̃nt,01977.wav
sin,ˈsi:n,01978.wav
sitroñs,ˈsitrõs,01979.wav
skant,ˈskɑ̃nt,01980.wav
skingomz,ˈskingõms,01981.wav
sklaeraat,sklɛˈrɑ:t,01982.wav
skoulmañ,ˈskulmɑ̃,01983.wav
skrabañ,ˈskrɑ:bɑ̃,01984.wav
skrijañ,ˈskri:ʒal,01985.wav
skritell,ˈskritɛl,01986.wav
sod,ˈso:t,01988.wav
son,ˈsõ:n,01990.wav
sotoni,soˈtõ:ni,01991.wav
soutil,ˈsutil,01992.wav
spes,ˈspes,01993.wav
spoue,ˈspwe,01994.wav
staen,ˈstɛ:n,01996.wav
staliañ,ˈstaljɑ̃,01997.wav
stlepel,ˈstlepɛl,01999.wav
stourm,ˈsturm,02000.wav
strad,ˈstrɑ:t,02001.wav
strakal,ˈstrakal,02002.wav
striv,ˈstri:f,02003.wav
strivañ,ˈstri:vɑ̃,02004.wav
strollad,ˈstrɔlat,02006.wav
taboulin,taˈbu:lin,02008.wav
tabutal,taˈbytal,02009.wav
tad-kuñv,tatˈkỹ:,02010.wav
talbenn,ˈtalbɛn,02011.wav
tech,ˈteʃ,02012.wav
techet,ˈteʃɛt,02013.wav
tecʼh,ˈtex,02014.wav
temz,ˈtɛms,02015.wav
termal,ˈtɛrmal,02016.wav
testeni,tesˈte:ni,02017.wav
testenn,ˈtestɛn,02018.wav
tilh,ˈtiʎ,02019.wav
timbr,ˈtimpr,02020.wav
tiretenn,tiˈretɛn,02021.wav
tizhout,ˈti:zut,02022.wav
tokarn,ˈtokarn,02023.wav
torr,ˈtɔr,02025.wav
tougn,ˈtuɲ,02026.wav
toullad,ˈtulat,02027.wav
toun,ˈtu:n,02028.wav
touzañ,ˈtu:zɑ̃,02029.wav
trap,ˈtrap,02031.wav
trawalcʼh,traˈwalx,02032.wav
tredan,ˈtre:dɑ̃n,02033.wav
tresadenn,treˈsɑ:dɛn,02035.wav
tridal,ˈtri:dal,02036.wav
tristidigezh,tristiˈdi:gɛs,02037.wav
trocʼh,ˈtrox,02038.wav
trompilh,ˈtrõmpiʎ,02039.wav
trubuilh,ˈtry:byʎ,02041.wav
trugar,ˈtry:gar,02042.wav
tuchenn,ˈtyʃɛn,02043.wav
unvan,ˈynvɑ̃n,02045.wav
vak,ˈvak,02046.wav
violoñs,viˈo:lõs,02047.wav
votiñ,ˈvoti,02048.wav
warn-ugent,warˈny:gɛnt,02049.wav
youl,ˈju:l,02050.wav
hollsent,ˈɔlzɛnt,02051.wav
aval-douar,avalˈduar,00490.wav
madig,ˈmɑ:dik,00570.wav
formaj,ˈfɔrmaʃ,00591.wav
fourchetez,furˈʃetɛs,00592.wav
loer,ˈlwɛ:r,00646.wav
glebiañ,ˈglebjɑ̃,00761.wav
kribañ,ˈkri:bɑ̃,00768.wav
merennañ,meˈrɛnɑ̃,00824.wav
sizailh,ˈsi:zaʎ,00898.wav
bisig,ˈbisik,00908.wav
chevr,ˈʃɛwr,00934.wav
polotenn,poˈlotɛn,00953.wav
fritañ,ˈfritɑ̃,00986.wav
garmiñ,ˈgarmi,00987.wav
jiletenn,ʒiˈletɛn,00994.wav
krazañ,ˈkrɑ:zɑ̃,01003.wav
skaotañ,ˈskɔtɑ̃,01025.wav
filhor,ˈfiʎɔr,01062.wav
kreun,ˈkrø:n,01086.wav
mezher,ˈme:zɛr,01100.wav
milligañ,miˈli:gɑ̃,01103.wav
montr,ˈmõntr,01104.wav
uzañ,ˈy:zɑ̃,01132.wav
doñjer,ˈdõ:ʒɛr,01146.wav
esaeañ,eˈsɛɑ̃,01149.wav
muzell,ˈmy:zɛl,01172.wav
sapr,ˈsapr,01220.wav
bagon,ˈbɑ:gõn,01223.wav
fraoñval,ˈfrɑ̃wval,01242.wav
kastelodenn,kasteˈlo:dɛn,01252.wav
krabisañ,kraˈbisɑ̃,01255.wav
starderez,starˈde:rɛs,01278.wav
yenerez,jeˈne:rɛs,01281.wav
azv,ˈɑ:zo,01284.wav
bernout,ˈbɛrnut,01288.wav
breviñ,ˈbrɛ:vi,01294.wav
cʼhwibu,ˈxwi:by,01297.wav
daeraouenn,dɛˈrɔwɛn,01298.wav
feukañ,ˈføkɑ̃,01310.wav
gweñviñ,ˈgwẽ:vi,01324.wav
kazel,ˈkɑ:zɛl,01340.wav
legestr,ˈle:gɛstr,01351.wav
lostenn,ˈlɔstɛn,01356.wav
lus,ˈly:s,01357.wav
lusenn,ˈlysɛn,01358.wav
reviñ,ˈre:vi,01378.wav
semplañ,ˈsɛmplɑ̃,01381.wav
cʼhweziñ,ˈxwe:zi,01410.wav
flemmañ,ˈflɛmɑ̃,01441.wav
kignat,ˈkiɲat,01475.wav
kluchañ,ˈklyʃɑ̃,01480.wav
krapañ,ˈkrapɑ̃,01487.wav
luziañ,ˈlyzjɑ̃,01499.wav
maen-glas,mẽnˈglɑ:s,01500.wav
munuzer,myˈny:zɛr,01517.wav
paelon,ˈpɛ:lõn,01526.wav
pasaat,paˈsɑ:t,01529.wav
poñsin,ˈpõsin,01533.wav
regiñ,ˈre:gi,01539.wav
roñse,ˈrõse,01544.wav
rostañ,ˈrɔstɑ̃,01545.wav
sailhañ,ˈsaʎɑ̃,01549.wav
skopañ,ˈskɔpɑ̃,01559.wav
soursi,ˈsursi,01564.wav
botez-koad,botɛsˈkwat,01596.wav
petvet,ˈpedvet,01630.wav
torchañ,ˈtɔrʃɑ̃,01636.wav
loaiad,ˈlwajat,01645.wav
kased,ˈkasɛt,01661.wav
mercʼhodenn,mɛrˈxo:dɛn,01664.wav
balaenn,baˈlaɛn,01673.wav
hailhon,ˈhaʎõn,01682.wav
mañsoner,mɑ̃ˈsõ:nɛr,01691.wav
skilf,ˈskilf,01700.wav
terrupl,ˈtɛrypl,01702.wav
tonn,ˈtõn,01703.wav
brulu,ˈbry:ly,01726.wav
dibluskañ,diˈblyskɑ̃,01740.wav
dislonkañ,dizˈlõŋkɑ̃,01748.wav
dluzh,ˈdly:s,01754.wav
elestr,ˈe:lɛstr,01757.wav
etev,ˈetew,01770.wav
gwadañ,ˈgwɑ:dɑ̃,01805.wav
gwalcʼherez,gwalˈxe:rɛs,01806.wav
gwinterell,gwinˈte:rɛl,01815.wav
heuz,ˈhø:s,01821.wav
hik,ˈhik,01822.wav
huzil,ˈhy:zil,01824.wav
irin,ˈi:rin,01830.wav
ispiser,isˈpisɛr,01831.wav
kabell-touseg,kabɛlˈtusɛk,01834.wav
korz,ˈkɔrs,01864.wav
louzañ,ˈlu:zɑ̃,01888.wav
malvenn,ˈmalvɛn,01890.wav
mañch,ˈmɑ̃ʃ,01891.wav
miaoual,miˈjɔwal,01897.wav
morailh,ˈmoraʎ,01898.wav
morzholiañ,mɔrˈzoljɑ̃,01899.wav
mourrenn,ˈmurɛn,01901.wav
mouzhañ,ˈmu:zɑ̃,01903.wav
pechez,ˈpeʃɛs,01921.wav
piñsat,ˈpĩsat,01925.wav
plastr,ˈplastr,01926.wav
rodell,ˈro:dɛl,01960.wav
roeñv,ˈrwẽw,01961.wav
roeñvat,ˈrwẽ:vat,01962.wav
rollañ,ˈrɔlɑ̃,01963.wav
skriverez,skriˈve:rɛs,01987.wav
sodiñ,ˈso:di,01989.wav
spoum,ˈspum,01995.wav
staotañ,ˈstɔtɑ̃,01998.wav
strobañ,ˈstro:bɑ̃,02005.wav
sukrañ,ˈsykrɑ̃,02007.wav
tonell,ˈtõ:nɛl,02024.wav
traktor,ˈtraktɔr,02030.wav
trelatañ,treˈlatɑ̃,02034.wav
troñsañ,ˈtrõsɑ̃,02040.wav
uhelvarr,yˈɛlvar,02044.wav
aerouant,ɛˈruɑ̃nt,02053.wav
afer,ˈafɛr,02054.wav
alamaneg,alaˈmɑ̃:nɛk,02055.wav
alaouriñ,aˈlɔwri,02056.wav
aluzen,aˈly:zɛn,02057.wav
anaon,ɑ̃ˈnɑ̃wn,02058.wav
asambles,aˈsɑ̃mblɛs,02059.wav
avi,ˈɑ:vi,02060.wav
a-barzh,aˈbars,02061.wav
barner,ˈbarnɛr,02062.wav
barzh,ˈbarz,02063.wav
berniañ,ˈbɛrnjɑ̃,02064.wav
bosenn,ˈbosɛn,02065.wav
briata,briˈata,02066.wav
broadel,broˈɑ:dɛl,02067.wav
broustañ,ˈbrustɑ̃,02068.wav
bruzunañ,bryˈzy:nɑ̃,02069.wav
cʼhoantaat,xwɑ̃nˈtɑ:t,02070.wav
daremprediñ,darɛmˈpre:di,02071.wav
dav,ˈdaw,02072.wav
diskouez,ˈdiskwɛs,02073.wav
dispakañ,disˈpakɑ̃,02074.wav
distag,ˈdistak,02075.wav
distagadur,distaˈgɑ:dyr,02076.wav
douar-bras,duarˈbrɑ:s,02077.wav
dourañ,ˈdu:rɑ̃,02078.wav
eskopti,esˈkopti,02079.wav
fentus,ˈfɛntys,02080.wav
gourdrouz,ˈgurdrus,02081.wav
gwilioudiñ,gwiliˈu:di,02082.wav
